n,m,density,greedy,greedy_std,fv,er,sw025,sw050,sw075,win,tie
24,266,0.9638,19.262158,0.884062,22.0,21.0,19.4724407799,19.8877284013,20.1296965255,0,0
24,267,0.9674,18.717309,1.800532,22.0,21.0,20.0542656048,19.5575478213,20.1423071529,0,0
24,268,0.9710,17.053590,2.574072,22.0,22.0,20.2131230309,20.6491226929,20.3255158951,0,0
24,269,0.9746,18.129805,1.912210,22.0,22.0,20.1885675653,20.970747126,20.7935504898,0,0
24,270,0.9783,18.434315,1.756669,22.0,22.0,20.499931248,20.9171572875,21.0763932023,0,0
24,271,0.9819,19.800000,0.979796,22.0,22.0,21.1171572875,21.8,21.2,0,0
24,272,0.9855,20.917157,0.653798,22.0,22.0,21.0343145751,20.9171572875,21.4,0,1
24,273,0.9891,21.400000,0.489898,22.0,22.0,21.6,21.2,21.8,0,1
24,274,0.9928,21.800000,0.400000,22.0,22.0,21.6,21.8,21.6,0,1
24,275,0.9964,22.000000,0.000000,22.0,22.0,22.0,22.4,23.2,0,0
24,276,1.0000,24.000000,0.000000,24.0,24.0,24.0,24.0,24.0,0,1
