n,m,v10
64,1308,31.5287379507
64,1309,32.6554182722
64,1310,35.3520062365
64,1311,35.0238249280
64,1312,35.6355921297
64,1313,35.6210503829
64,1314,35.7930187646
64,1315,29.3409236486
64,1316,35.8983394292
64,1317,35.6575866301
64,1318,35.2767457728
64,1319,32.8731493589
64,1320,34.1240261788
64,1321,35.8643827376
64,1322,35.7257583696
64,1323,35.7972794440
64,1324,35.8338419468
64,1325,28.7694547880
64,1326,30.4239793723
64,1327,35.8961360798
64,1328,35.1304473173
64,1329,36.1408718152
64,1330,34.8162505841
64,1331,36.3229117874
64,1332,36.3386332211
64,1333,36.4050054967
64,1334,32.7207408900
64,1335,36.3620512880
64,1336,36.3271450297
64,1337,30.3712675751
64,1338,34.9779300496
64,1339,36.4325005537
64,1340,36.5361650546
64,1341,36.6874651993
64,1342,31.7779806447
64,1343,36.6393399633
64,1344,31.1141831534
64,1345,36.4948397597
64,1346,36.5440144688
64,1347,34.1869199635
64,1348,36.9457204565
64,1349,33.5266886316
64,1350,36.8541943694
64,1351,29.1800692977
64,1352,36.9974806099
64,1353,37.0209938641
64,1354,35.4672736221
64,1355,34.8199587824
64,1356,37.0664046553
64,1357,36.9122180186
64,1358,36.4845930684
64,1359,37.1228581641
64,1360,29.7667041542
64,1361,36.2292785542
64,1362,32.5566965861
64,1363,37.3537413853
64,1364,37.1952875007
64,1365,36.4081181902
64,1366,30.4344929846
64,1367,37.4752754619
64,1368,29.6342084128
64,1369,31.0357463655
64,1370,37.4465092102
64,1371,37.5597049851
64,1372,37.6529060613
64,1373,36.2259749010
64,1374,37.6547165043
64,1375,37.7849152025
64,1376,37.7836667675
64,1377,37.2439885325
64,1378,37.6072442042
64,1379,37.8279055644
64,1380,37.7853480809
64,1381,37.7608855719
64,1382,38.1769443637
64,1383,37.7028575389
64,1384,38.0915109389
64,1385,37.8028909470
64,1386,37.1224065976
64,1387,38.0924796645
64,1388,38.0852465031
64,1389,38.0341965344
64,1390,38.1622663140
64,1391,38.2432835070
64,1392,38.2598566651
64,1393,38.2450719507
64,1394,37.3193490984
64,1395,38.3846468202
64,1396,38.6022082042
64,1397,38.5148699766
64,1398,38.0452418375
64,1399,38.3255812982
64,1400,38.5137957493
64,1401,38.5440734032
64,1402,38.5617293486
64,1403,38.6144595312
64,1404,38.7683322451
64,1405,38.3930091568
64,1406,38.7474773936
64,1407,38.6893225720
64,1408,38.3371430813
64,1409,38.8624601092
64,1410,34.5634834682
64,1411,39.0614921267
64,1412,38.8967465919
64,1413,38.9735429392
64,1414,37.5934637621
64,1415,38.9241226833
64,1416,37.4129970651
64,1417,34.0988315177
64,1418,38.1374156897
64,1419,37.2100314350
64,1420,39.2908845473
64,1421,38.9305360588
64,1422,37.3347967385
64,1423,30.7083677017
64,1424,38.0525371947
64,1425,39.3180891357
64,1426,39.4913483047
64,1427,38.6848112812
64,1428,39.1300504401
64,1429,36.7045904654
64,1430,39.6680382276
64,1431,39.6390209960
64,1432,39.6467330455
64,1433,38.8491417654
64,1434,39.7087516616
64,1435,36.2272030855
64,1436,39.2418226570
64,1437,39.7715108406
64,1438,39.1620132964
64,1439,39.9667692139
64,1440,37.5787917181
64,1441,39.8472569913
64,1442,37.8944223936
64,1443,40.0333063846
64,1444,39.7498105291
64,1445,39.2746701637
64,1446,40.2564822957
64,1447,40.1086140970
64,1448,40.2122219282
64,1449,40.3662954348
64,1450,40.4475472855
64,1451,40.1719103728
64,1452,40.4719883439
64,1453,40.1642638698
64,1454,40.2676996924
64,1455,40.4792378137
64,1456,40.3662251019
64,1457,40.4623252935
64,1458,40.5907531014
64,1459,40.5412146512
64,1460,40.6152170742
64,1461,40.4075257948
64,1462,40.6802381656
64,1463,40.7620503436
64,1464,40.4305166522
64,1465,40.6748348484
64,1466,40.7702306122
64,1467,37.5589479924
64,1468,40.6636233460
64,1469,36.6363344463
64,1470,41.1331355601
64,1471,40.7542501598
64,1472,40.8963664666
64,1473,33.1165665388
64,1474,40.8764514277
64,1475,41.1033772454
64,1476,40.5798999668
64,1477,41.3147498138
64,1478,37.5544342475
64,1479,41.0716035792
64,1480,33.7206670020
64,1481,37.6199228416
64,1482,41.3215779819
64,1483,41.2074809804
64,1484,41.5264514292
64,1485,38.0445188409
64,1486,41.4330329214
64,1487,37.1151913499
64,1488,38.3266191315
64,1489,41.5942349014
64,1490,41.5316157570
64,1491,41.6813047632
64,1492,34.4098850235
64,1493,41.4736827516
64,1494,37.5166173155
64,1495,37.1149707024
64,1496,41.7592554671
64,1497,41.4442423912
64,1498,39.5925194636
64,1499,41.8640651079
64,1500,37.2131932299
64,1501,41.9769237469
64,1502,41.9154924748
64,1503,42.1818348871
64,1504,42.1212211464
64,1505,42.1160424859
64,1506,34.7938309734
64,1507,42.1522656174
64,1508,42.2613831149
64,1509,42.2064924333
64,1510,42.2733024939
64,1511,42.2989434140
64,1512,42.2314408305
64,1513,42.3847664790
64,1514,42.2525303431
64,1515,42.0407634235
64,1516,42.5820984146
64,1517,41.9789482758
64,1518,42.5927806031
64,1519,42.7738029354
64,1520,42.6890207971
64,1521,42.7114291777
64,1522,42.4043479577
64,1523,33.3470816727
64,1524,42.7546517305
64,1525,42.6333013395
64,1526,42.8411748554
64,1527,42.9295367062
64,1528,37.8414355844
64,1529,43.0146198887
64,1530,43.1139404837
64,1531,36.1814269718
64,1532,42.9733310256
64,1533,42.9804929299
64,1534,39.6530604071
64,1535,43.2457050670
64,1536,43.1755730738
64,1537,43.0918248230
64,1538,43.3529924733
64,1539,39.5139065156
64,1540,43.3069878088
64,1541,43.5302838809
64,1542,43.1454966825
64,1543,43.3596980699
64,1544,34.3559670364
64,1545,43.5422077157
64,1546,37.5127286757
64,1547,43.4263775860
64,1548,43.2842217254
64,1549,43.6585100562
64,1550,43.7382676749
64,1551,38.3211838190
64,1552,43.7190016570
64,1553,39.2376971835
64,1554,43.8591164124
64,1555,43.9092332247
64,1556,43.8242743414
64,1557,44.0509871041
64,1558,41.9447316400
64,1559,43.8122249001
64,1560,44.1960207728
64,1561,38.1191188995
64,1562,43.8767133269
64,1563,43.9824189685
64,1564,42.0841041503
64,1565,39.9810189806
64,1566,44.2158003023
64,1567,44.2394574646
64,1568,44.3410138952
64,1569,44.5662320219
64,1570,41.5375683861
64,1571,44.4745507852
64,1572,44.1945578089
64,1573,44.4962906803
64,1574,43.8905785384
64,1575,44.4680435179
64,1576,44.7166642430
64,1577,44.5639151879
64,1578,44.5964196788
64,1579,44.6300315910
64,1580,44.1279847477
64,1581,44.9291200690
64,1582,44.7487574250
64,1583,44.8447123590
64,1584,44.6594079301
64,1585,44.9219245354
64,1586,36.4189070355
64,1587,43.6948320271
64,1588,44.8411147051
64,1589,45.0422343571
64,1590,45.1382171894
64,1591,45.1966211632
64,1592,44.5765632377
64,1593,45.1707877959
64,1594,45.1862177048
64,1595,43.5019807297
64,1596,45.2400618708
64,1597,43.6597112628
64,1598,45.3800306423
64,1599,44.3272348574
64,1600,42.7329408473
64,1601,44.7826814137
64,1602,44.7518456753
64,1603,44.7585869855
64,1604,43.5412747719
64,1605,42.5241186511
64,1606,39.9055274128
64,1607,43.8663699581
64,1608,41.6389709729
64,1609,45.4955217423
64,1610,45.7065193664
64,1611,45.8124441898
64,1612,45.8855492266
64,1613,45.9127384058
64,1614,45.8412324258
64,1615,46.0322153299
64,1616,45.9606185577
64,1617,45.7236790283
64,1618,45.8356051124
64,1619,43.6630709601
64,1620,46.1585135997
64,1621,41.9639214814
64,1622,46.1868294024
64,1623,46.3054160208
64,1624,46.4195192131
64,1625,46.4078052446
64,1626,46.4843515764
64,1627,46.4962542500
64,1628,39.9442321773
64,1629,46.0615901102
64,1630,40.6236836286
64,1631,46.6010288472
64,1632,46.5940890245
64,1633,46.6253228716
64,1634,46.5655031922
64,1635,46.7853476775
64,1636,46.7229061316
64,1637,46.8115542889
64,1638,46.7978014240
64,1639,46.7290607076
64,1640,46.8355943642
64,1641,46.9561793838
64,1642,47.1820966885
64,1643,46.5268073164
64,1644,46.9570817123
64,1645,44.6591545155
64,1646,47.0828181755
64,1647,44.0765290399
64,1648,42.8958346945
64,1649,47.2458758313
64,1650,41.7648583863
64,1651,47.3523282095
64,1652,44.4447003273
64,1653,47.2946519329
64,1654,47.2742912008
64,1655,47.3451198199
64,1656,36.9702379107
64,1657,47.4512387926
64,1658,47.5291501740
64,1659,46.0780175858
64,1660,46.0593921049
64,1661,47.7313909664
64,1662,45.2277682700
64,1663,45.6772929166
64,1664,47.7350225299
64,1665,47.6689835816
64,1666,46.2254824390
64,1667,45.7689816877
64,1668,47.9488305824
64,1669,47.9086034460
64,1670,45.9737039928
64,1671,45.7507170118
64,1672,48.0839547922
64,1673,48.1112883161
64,1674,47.8281263816
64,1675,47.5722887848
64,1676,48.1745216550
64,1677,46.6058398130
64,1678,48.1094002920
64,1679,48.2029093945
64,1680,48.4047349163
64,1681,47.9526220695
64,1682,45.8708686866
64,1683,44.4657506986
64,1684,48.3251753176
64,1685,43.2591148039
64,1686,48.4213862187
64,1687,48.3822516544
64,1688,44.9492751355
64,1689,48.5472671275
64,1690,47.6074909469
64,1691,48.8864094638
64,1692,41.1643734063
64,1693,48.2352435337
64,1694,48.9115537300
64,1695,49.0198600570
64,1696,48.8074074050
64,1697,48.8718511300
64,1698,48.7024618355
64,1699,48.8889478512
64,1700,48.9899180510
64,1701,47.5906665895
64,1702,48.9583219212
64,1703,46.3406378976
64,1704,49.2550242699
64,1705,49.2432903703
64,1706,45.1190251409
64,1707,47.1094015334
64,1708,49.4548526236
64,1709,49.6222769236
64,1710,49.4584384939
64,1711,49.4357243677
64,1712,49.4810209109
64,1713,49.5703660881
64,1714,49.5024170525
64,1715,49.4339513737
64,1716,49.3578383693
64,1717,49.7492457895
64,1718,49.7543514285
64,1719,49.8166015190
64,1720,49.8176452005
64,1721,48.0754353149
64,1722,49.7272467143
64,1723,48.4351610575
64,1724,49.9211499316
64,1725,49.5608669380
64,1726,49.9062971007
64,1727,43.6933468493
64,1728,44.7971053366
64,1729,48.9843715994
64,1730,50.1965568059
64,1731,50.2759634433
64,1732,50.3965075951
64,1733,50.1226100154
64,1734,50.4022909767
64,1735,42.0696898852
64,1736,39.6035808422
64,1737,50.3472949862
64,1738,35.6313659508
64,1739,38.9792133418
64,1740,50.4470085966
64,1741,47.9561260639
64,1742,50.6873550217
64,1743,50.0227998401
64,1744,50.6761525521
64,1745,46.3972536722
64,1746,50.8013319522
64,1747,42.9209233501
64,1748,48.6803701382
64,1749,50.8434674849
64,1750,50.9952875756
64,1751,50.8307249093
64,1752,44.8811993297
64,1753,50.8402890242
64,1754,50.7181180642
64,1755,50.8465211086
64,1756,51.1720054343
64,1757,51.1417696387
64,1758,49.9783948207
64,1759,51.1619333247
64,1760,51.3312289472
64,1761,51.3362016020
64,1762,51.3917908363
64,1763,51.4896944355
64,1764,50.6527012040
64,1765,51.4918470997
64,1766,51.4773857923
64,1767,51.3767127492
64,1768,51.7543747052
64,1769,51.6935762568
64,1770,50.6051783345
64,1771,47.3432676352
64,1772,51.6584906992
64,1773,51.7158371072
64,1774,46.1987742577
64,1775,51.9040135687
64,1776,49.9143005951
64,1777,41.6419500974
64,1778,52.1176386896
64,1779,52.0465222145
64,1780,52.1611745570
64,1781,51.4678269531
64,1782,52.1256311015
64,1783,51.5232002373
64,1784,51.7198911118
64,1785,47.7417448820
64,1786,51.1121610546
64,1787,52.2679842117
64,1788,49.8965117485
64,1789,43.6392181232
64,1790,52.4216699269
64,1791,46.3771369274
64,1792,50.5162812734
64,1793,52.4780169696
64,1794,52.3420247069
64,1795,52.7954410529
64,1796,51.7720725822
64,1797,39.9791031251
64,1798,41.8772647329
64,1799,52.7820083851
64,1800,48.4790302995
64,1801,51.3895143450
64,1802,52.7889334831
64,1803,52.8945144141
64,1804,53.2042402930
64,1805,50.9530009030
64,1806,51.8638216074
64,1807,50.9691089966
64,1808,51.6701483751
64,1809,52.2288762457
64,1810,42.3282868396
64,1811,46.5772350434
64,1812,52.5073172125
64,1813,53.2612022826
64,1814,41.8621488069
64,1815,51.9386474956
64,1816,53.4519426622
64,1817,52.6981347554
64,1818,53.3463060792
64,1819,53.5094859033
64,1820,53.7092118713
64,1821,53.5510190779
64,1822,49.5390075159
64,1823,52.9609982992
64,1824,53.7282042364
64,1825,53.8186228591
64,1826,53.8605160574
64,1827,53.6282167093
64,1828,53.8062787889
64,1829,54.0533552211
64,1830,54.0440536400
64,1831,53.1663708383
64,1832,52.3242278272
64,1833,54.2306334306
64,1834,53.8915047098
64,1835,54.2147626821
64,1836,48.8461012390
64,1837,54.2453999193
64,1838,54.3645146936
64,1839,35.6024858383
64,1840,54.5236875094
64,1841,54.3535685891
64,1842,54.5954206406
64,1843,54.4905966814
64,1844,54.6207362751
64,1845,53.7790049026
64,1846,54.6079421483
64,1847,53.8124011502
64,1848,54.7217089964
64,1849,45.1215507156
64,1850,54.8220164191
64,1851,54.7171452255
64,1852,43.7982835109
64,1853,54.8724315224
64,1854,53.1510957306
64,1855,54.7944104746
64,1856,54.7049185222
64,1857,52.1436487003
64,1858,55.1322660774
64,1859,54.9699040226
64,1860,55.2438597880
64,1861,55.2729997817
64,1862,54.3736996801
64,1863,54.8796401754
64,1864,55.3394322775
64,1865,55.2987189034
64,1866,54.0754476062
64,1867,55.4752678168
64,1868,55.2853581190
64,1869,55.4386099937
64,1870,48.7131253031
64,1871,50.0511944966
64,1872,55.6467690665
64,1873,55.8113153566
64,1874,55.7229393653
64,1875,55.0278444523
64,1876,55.5011837629
64,1877,55.9503581372
64,1878,55.9992366269
64,1879,54.6069523226
64,1880,55.8534875418
64,1881,55.7651667808
64,1882,42.8313689381
64,1883,55.7139380199
64,1884,55.8384717031
64,1885,41.4448102758
64,1886,56.1651137818
64,1887,56.3258263993
64,1888,56.1491079256
64,1889,54.6742758406
64,1890,54.2475110335
64,1891,56.2817212890
64,1892,55.2596825029
64,1893,56.3881878199
64,1894,54.4295496116
64,1895,55.3068752730
64,1896,43.2122667295
64,1897,56.7459344627
64,1898,56.7822285747
64,1899,56.6903567410
64,1900,56.3475308403
64,1901,56.5653871940
64,1902,50.1956798195
64,1903,56.8596105883
64,1904,56.9908383637
64,1905,56.0664588396
64,1906,56.9615844068
64,1907,56.9514816651
64,1908,56.7578198978
64,1909,56.9964252196
64,1910,57.4065650211
64,1911,55.4761556621
64,1912,57.1267653620
64,1913,57.0084887255
64,1914,57.3655560899
64,1915,55.6156002363
64,1916,57.3551052615
64,1917,57.6137795604
64,1918,52.1496459564
64,1919,57.4792248398
64,1920,57.7170029742
64,1921,57.6990888797
64,1922,53.5804232647
64,1923,48.6267126236
64,1924,57.8698302880
64,1925,57.6222967738
64,1926,57.8838861662
64,1927,57.9819677501
64,1928,57.3908729264
64,1929,58.0799315379
64,1930,58.0050398749
64,1931,56.7933793535
64,1932,58.0303120770
64,1933,50.4972669133
64,1934,58.0584135512
64,1935,53.8175119236
64,1936,57.9473888919
64,1937,58.1557870553
64,1938,58.2990844187
64,1939,58.2410417551
64,1940,58.2319816390
64,1941,58.5663330766
64,1942,45.8575302259
64,1943,51.2424235710
64,1944,58.4424060898
64,1945,50.5586897769
64,1946,57.7408354568
64,1947,58.5500393195
64,1948,55.5254437886
64,1949,58.4087958622
64,1950,52.2094979224
64,1951,58.2520273161
64,1952,56.1978874806
64,1953,58.6636187703
64,1954,58.6510818498
64,1955,49.1245287712
64,1956,58.9017427299
64,1957,54.4717348268
64,1958,58.9138698023
64,1959,56.4066146051
64,1960,58.0648004006
64,1961,58.9842137590
64,1962,58.9782504074
64,1963,59.1745605539
64,1964,59.1398532881
64,1965,58.2249513925
64,1966,58.3032156321
64,1967,59.2775130803
64,1968,58.5776984899
64,1969,58.8155580028
64,1970,56.3305686152
64,1971,54.8530863523
64,1972,57.6111414020
64,1973,58.8199431495
64,1974,58.6997585341
64,1975,44.3010879479
64,1976,57.8278022781
64,1977,59.2838408819
64,1978,40.6921016851
64,1979,56.8014986484
64,1980,59.2318275838
64,1981,52.9820918864
64,1982,59.6972243623
64,1983,59.5857864376
64,1984,58.9005010887
64,1985,53.9376852679
64,1986,40.6354591983
64,1987,59.8299135134
64,1988,59.7215863905
64,1989,58.6885661433
64,1990,59.8299135134
64,1991,60.1522409350
64,1992,59.8299135134
64,1993,59.6018491109
64,1994,59.6972232240
64,1995,60.3819660113
64,1996,60.0000000000
64,1997,50.5077506952
64,1998,60.3819660113
64,1999,59.6972243623
64,2000,59.6972243623
64,2001,60.0000000000
64,2002,61.0000000000
64,2003,61.0000000000
64,2004,60.3819660113
64,2005,58.7381977547
64,2006,58.2715323191
64,2007,49.1430397213
64,2008,55.5159342340
64,2009,61.0000000000
64,2010,61.0000000000
64,2011,61.0000000000
64,2012,61.0000000000
64,2013,58.4386095387
64,2014,49.0302399700
64,2015,58.1667722408
64,2016,64.0000000000
