n,m,v10
128,2175,20.0816732810
128,2176,11.7678421133
128,2177,16.3997153178
128,2178,21.3986906140
128,2179,25.5355880304
128,2180,22.0481373139
128,2181,21.6407971496
128,2182,21.4769534009
128,2183,21.1216315255
128,2184,21.5498934049
128,2185,18.6585236593
128,2186,20.7249334237
128,2187,19.5054554988
128,2188,19.9730659483
128,2189,21.2250933162
128,2190,26.2457808116
128,2191,23.6861370592
128,2192,26.5297375908
128,2193,20.3345927694
128,2194,24.2734401400
128,2195,15.6937308164
128,2196,16.6801090023
128,2197,24.0128435004
128,2198,19.6409855516
128,2199,17.4007400627
128,2200,14.8950828748
128,2201,21.2155023299
128,2202,24.0576039874
128,2203,20.9445444137
128,2204,21.4784983711
128,2205,26.6827450410
128,2206,18.6336168525
128,2207,21.5409947806
128,2208,22.5856182489
128,2209,25.8945019152
128,2210,5.8681351416
128,2211,23.2765354148
128,2212,24.1040616219
128,2213,24.4336037919
128,2214,21.0196090050
128,2215,24.9983276234
128,2216,19.8892127780
128,2217,18.9100335761
128,2218,17.5637500502
128,2219,12.7281080537
128,2220,24.5170331851
128,2221,22.8651397972
128,2222,19.1058427550
128,2223,25.0944446905
128,2224,21.3047304287
128,2225,19.1166015877
128,2226,15.9840125586
128,2227,22.2950778677
128,2228,14.8511988692
128,2229,21.8293890184
128,2230,21.0878197119
128,2231,18.3009363656
128,2232,23.1316897366
128,2233,25.1024546876
128,2234,22.8464057185
128,2235,23.9430634877
128,2236,26.2191980993
128,2237,21.8398284173
128,2238,21.4669579510
128,2239,9.5013272586
128,2240,23.8250508176
128,2241,20.4192790467
128,2242,19.7996565186
128,2243,24.7876790802
128,2244,23.2935691134
128,2245,23.2748507395
128,2246,21.8684822858
128,2247,22.4546733327
128,2248,23.3208812013
128,2249,18.3431752960
128,2250,23.4666150519
128,2251,22.7895337901
128,2252,22.5697917441
128,2253,21.2138004676
128,2254,25.1927250104
128,2255,17.7365024722
128,2256,20.8270052243
128,2257,17.5802344605
128,2258,21.3388933413
128,2259,19.5200031286
128,2260,18.5375569155
128,2261,24.1281742203
128,2262,22.6075719582
128,2263,24.8201293919
128,2264,21.1080192738
128,2265,18.9737973015
128,2266,23.9871611535
128,2267,20.4080308567
128,2268,19.6577113312
128,2269,25.3450590581
128,2270,18.5644680565
128,2271,20.2999077699
128,2272,21.1728723557
128,2273,23.7048240167
128,2274,21.5699921076
128,2275,27.6858819660
128,2276,24.5578926556
128,2277,15.6746184863
128,2278,27.1239952050
128,2279,21.4429665346
128,2280,18.6321368949
128,2281,22.9330011818
128,2282,22.8646541349
128,2283,21.2471050912
128,2284,27.7194629756
128,2285,25.0966577455
128,2286,22.4704389864
128,2287,23.6586326606
128,2288,26.3677042177
128,2289,1.0353304402
128,2290,14.1348461529
128,2291,22.0410076639
128,2292,13.6346404879
128,2293,24.3393215451
128,2294,25.2026382363
128,2295,22.5106176852
128,2296,20.1246471345
128,2297,19.7094315817
128,2298,25.5693322611
128,2299,17.0045016761
128,2300,25.2603128595
128,2301,22.8044979137
128,2302,26.6375892493
128,2303,24.0632580117
128,2304,19.8436933707
128,2305,20.0629709764
128,2306,22.0789430106
128,2307,15.8895158944
128,2308,27.0124260597
128,2309,27.1048656427
128,2310,25.7382718934
128,2311,19.0978786846
128,2312,21.1472758913
128,2313,28.1524471954
128,2314,23.2829336818
128,2315,17.3373420447
128,2316,22.0704526728
128,2317,25.4267005224
128,2318,20.8410874146
128,2319,21.0016040449
128,2320,19.4855446255
128,2321,24.9649118056
128,2322,19.6040415737
128,2323,19.6132016158
128,2324,21.8913146923
128,2325,15.9906702099
128,2326,22.7820827897
128,2327,20.8946683737
128,2328,27.5248001194
128,2329,23.3790334564
128,2330,28.2642337412
128,2331,23.8905571359
128,2332,22.8342577552
128,2333,20.5890546035
128,2334,28.4991206169
128,2335,22.8166054017
128,2336,24.1662933515
128,2337,25.5938096134
128,2338,23.3029346611
128,2339,6.9175358630
128,2340,26.6183281681
128,2341,27.6286434240
128,2342,21.9249013865
128,2343,24.5976400576
128,2344,19.1279250468
128,2345,22.2065524959
128,2346,21.6599525501
128,2347,19.9910285841
128,2348,21.5863651914
128,2349,21.7342608615
128,2350,26.2511812178
128,2351,23.8841341510
128,2352,21.4027469855
128,2353,23.2802427053
128,2354,23.1128232679
128,2355,21.4889111104
128,2356,24.6135708168
128,2357,24.3813102689
128,2358,23.6120171492
128,2359,28.7422499453
128,2360,24.2825010305
128,2361,17.5228804639
128,2362,27.1196319550
128,2363,23.8167264317
128,2364,24.3997920241
128,2365,22.2926177994
128,2366,19.6629117197
128,2367,16.2034314886
128,2368,25.5838643453
128,2369,24.2560206536
128,2370,20.8877686852
128,2371,22.4191398061
128,2372,19.8486894085
128,2373,24.1225087369
128,2374,19.9020331888
128,2375,20.3731709914
128,2376,28.9351050145
128,2377,26.0480613943
128,2378,21.3835941598
128,2379,18.8803703028
128,2380,22.3742197601
128,2381,20.6027563575
128,2382,22.3499059551
128,2383,24.7377646152
128,2384,23.6495941805
128,2385,23.2194831664
128,2386,22.4515060665
128,2387,27.2754774029
128,2388,24.1467009122
128,2389,20.8232103240
128,2390,27.5602794902
128,2391,26.8142233043
128,2392,29.3178514387
128,2393,29.3964532150
128,2394,18.3493812001
128,2395,23.5333445817
128,2396,25.9534914144
128,2397,25.0992199499
128,2398,24.3731858821
128,2399,28.4173938621
128,2400,29.5879965636
128,2401,21.3471380260
128,2402,17.4092972728
128,2403,23.8027543501
128,2404,20.2927746294
128,2405,25.4360564705
128,2406,24.8366723116
128,2407,28.9799892918
128,2408,26.6539038856
128,2409,25.2785609115
128,2410,23.3282035473
128,2411,23.9530726175
128,2412,27.0623575860
128,2413,25.0396756885
128,2414,24.1440250429
128,2415,23.4474760655
128,2416,22.5472518557
128,2417,29.6122150475
128,2418,23.7708336004
128,2419,20.1860207806
128,2420,27.9660432185
128,2421,23.3823783358
128,2422,28.8554642104
128,2423,25.6322193363
128,2424,25.0709118161
128,2425,29.9440490514
128,2426,29.9353688242
128,2427,21.0656286867
128,2428,22.8123742613
128,2429,18.4761914915
128,2430,24.1700268634
128,2431,30.0411153341
128,2432,24.1636460011
128,2433,29.3025384898
128,2434,26.6727290504
128,2435,12.7439360462
128,2436,29.1784888596
128,2437,28.6135367983
128,2438,27.2922164218
128,2439,26.4333450958
128,2440,24.2941934514
128,2441,16.9812831301
128,2442,23.2705275090
128,2443,26.0856780690
128,2444,18.5927858799
128,2445,17.2350169395
128,2446,26.4486048451
128,2447,24.3256422572
128,2448,24.4935607810
128,2449,27.2919600451
128,2450,27.3665003278
128,2451,22.8064973894
128,2452,27.0548719331
128,2453,29.5904088272
128,2454,15.6729050616
128,2455,27.8484690599
128,2456,28.4472762891
128,2457,30.3962469893
128,2458,30.4674417323
128,2459,22.7437044639
128,2460,30.4491094862
128,2461,15.0224472776
128,2462,29.6503868502
128,2463,23.8061316326
128,2464,22.2069910263
128,2465,22.9121886855
128,2466,23.9638547288
128,2467,29.1178453140
128,2468,25.1745043210
128,2469,26.2289670621
128,2470,20.8598022110
128,2471,27.7972767379
128,2472,28.2656148667
128,2473,28.1068263166
128,2474,22.3342014206
128,2475,23.0787224741
128,2476,23.1031615849
128,2477,30.6491965449
128,2478,18.7037588663
128,2479,26.6093825207
128,2480,28.9874355656
128,2481,30.6989221761
128,2482,30.7560160476
128,2483,23.8902145170
128,2484,21.7011485446
128,2485,26.9972005513
128,2486,17.1103484848
128,2487,21.7203606658
128,2488,28.4071570117
128,2489,27.7644602554
128,2490,30.9672311786
128,2491,30.6305044021
128,2492,23.9939358987
128,2493,24.0242964336
128,2494,30.3856912336
128,2495,26.4870773102
128,2496,25.5829008604
128,2497,22.6714112235
128,2498,27.9556818866
128,2499,26.6951324884
128,2500,25.8552619126
128,2501,24.6243570851
128,2502,19.9941182374
128,2503,24.8166867570
128,2504,21.5700477154
128,2505,27.4346705700
128,2506,28.9440423709
128,2507,28.0223016104
128,2508,27.7984474329
128,2509,31.2017703198
128,2510,29.9117390247
128,2511,25.5481779767
128,2512,21.3240067467
128,2513,24.4982914637
128,2514,28.4331503438
128,2515,20.7823918937
128,2516,28.8164821957
128,2517,23.4926408604
128,2518,31.1926652801
128,2519,28.8468427888
128,2520,25.2332125453
128,2521,21.3414137018
128,2522,26.5917009596
128,2523,21.6879132603
128,2524,27.3239907125
128,2525,17.1177104857
128,2526,24.6550856389
128,2527,26.9689510674
128,2528,23.4660109089
128,2529,23.2535063794
128,2530,28.7036105022
128,2531,28.4113250169
128,2532,15.1338494711
128,2533,29.7618468495
128,2534,27.2388724029
128,2535,24.6388082750
128,2536,24.2576208601
128,2537,29.2570644157
128,2538,19.5256466892
128,2539,27.7889338038
128,2540,24.2946246763
128,2541,23.9467534975
128,2542,30.7876711531
128,2543,31.5856175204
128,2544,25.3439238210
128,2545,29.2544416714
128,2546,26.5195376636
128,2547,25.7815399573
128,2548,31.6686229027
128,2549,30.3865256254
128,2550,23.4408643062
128,2551,20.3816660931
128,2552,24.8609690207
128,2553,26.3900573374
128,2554,22.8735037391
128,2555,26.5716078969
128,2556,31.8139590626
128,2557,28.9059039912
128,2558,24.3257370818
128,2559,21.9072706886
128,2560,28.4188468642
128,2561,21.8053551821
128,2562,17.3137109008
128,2563,31.3755181850
128,2564,27.7878037653
128,2565,28.5202567070
128,2566,26.9110159209
128,2567,27.0328231570
128,2568,25.6915249242
128,2569,24.5684996018
128,2570,28.6078810412
128,2571,23.1897431365
128,2572,29.2924672241
128,2573,31.4836425789
128,2574,24.8998152628
128,2575,20.3388702253
128,2576,32.0360296788
128,2577,24.8381977110
128,2578,24.8359029304
128,2579,28.8689961641
128,2580,27.2206526470
128,2581,28.3043363834
128,2582,17.9359638350
128,2583,23.5831824997
128,2584,21.4878287347
128,2585,28.3840544477
128,2586,32.3421807429
128,2587,27.7938661259
128,2588,23.1272291902
128,2589,29.9272660021
128,2590,27.5058753130
128,2591,32.3237624741
128,2592,26.9121781149
128,2593,23.1165533364
128,2594,32.3387619958
128,2595,28.7275911829
128,2596,23.9023819016
128,2597,31.5670544299
128,2598,28.2141295496
128,2599,24.8186953174
128,2600,22.9441929951
128,2601,26.8220954427
128,2602,24.2356146058
128,2603,29.9058136603
128,2604,32.5660747688
128,2605,26.1349443903
128,2606,31.0866251313
128,2607,32.5656999326
128,2608,32.5654923138
128,2609,31.1519475525
128,2610,32.6320028134
128,2611,27.1493871230
128,2612,26.8667493083
128,2613,23.5823974824
128,2614,27.2491080777
128,2615,17.7494058563
128,2616,25.7290113178
128,2617,32.7994648688
128,2618,28.4698675167
128,2619,25.8951036576
128,2620,30.3989533048
128,2621,29.1853563372
128,2622,15.0540501692
128,2623,32.8511905321
128,2624,22.2712658379
128,2625,32.8648479117
128,2626,25.8743315161
128,2627,25.9482157288
128,2628,29.8324471614
128,2629,32.9500877064
128,2630,33.0611404889
128,2631,26.0946796932
128,2632,22.7376369099
128,2633,28.6339493626
128,2634,18.3287134327
128,2635,31.8537787932
128,2636,32.5991893432
128,2637,33.0318124005
128,2638,24.3654300404
128,2639,25.8393103876
128,2640,33.0334740046
128,2641,28.8071161025
128,2642,24.3563323040
128,2643,20.1415096961
128,2644,30.6440569687
128,2645,27.2121100942
128,2646,26.1036240718
128,2647,33.1377748569
128,2648,27.2043829529
128,2649,22.0577388155
128,2650,19.3992437198
128,2651,29.5144556057
128,2652,31.8816895843
128,2653,27.9618911373
128,2654,25.2395189661
128,2655,33.1812871501
128,2656,29.5828897514
128,2657,27.7178977582
128,2658,31.8403730170
128,2659,30.9184562103
128,2660,30.3347935241
128,2661,32.3988480224
128,2662,32.1965004747
128,2663,30.0630001654
128,2664,26.2133975244
128,2665,24.3901100078
128,2666,31.3784210456
128,2667,30.2874161715
128,2668,33.6212936024
128,2669,30.8808357108
128,2670,30.9183802663
128,2671,31.8404822774
128,2672,33.6154348508
128,2673,21.1967803780
128,2674,30.0761488615
128,2675,26.9404775265
128,2676,33.0391143693
128,2677,27.9043122716
128,2678,28.3372201265
128,2679,29.1204857826
128,2680,28.3868389886
128,2681,25.1495640176
128,2682,24.1775082273
128,2683,29.3699988672
128,2684,27.2229442881
128,2685,26.2512357663
128,2686,30.6468875431
128,2687,33.7251939963
128,2688,25.2217979735
128,2689,27.7191052981
128,2690,28.7497704365
128,2691,31.5425955742
128,2692,26.9841993215
128,2693,33.8219424896
128,2694,28.7560496904
128,2695,28.9012226394
128,2696,28.3931157548
128,2697,27.7378661752
128,2698,31.9619012677
128,2699,32.3419317964
128,2700,32.4082838696
128,2701,27.9152188657
128,2702,32.5633242792
128,2703,27.8887131551
128,2704,27.8762968869
128,2705,34.1190509064
128,2706,24.7266674995
128,2707,34.0827805091
128,2708,34.0692979832
128,2709,30.3421004959
128,2710,24.1445294278
128,2711,32.6165274895
128,2712,25.3521460064
128,2713,31.4849948976
128,2714,34.1456813801
128,2715,22.7806859471
128,2716,34.2221570161
128,2717,32.4605054411
128,2718,29.0241501275
128,2719,28.4217842250
128,2720,34.2518757783
128,2721,34.3023031213
128,2722,28.7382078115
128,2723,32.3229655871
128,2724,23.8902784818
128,2725,28.5051944788
128,2726,23.8708233593
128,2727,34.4391545393
128,2728,26.4419207627
128,2729,23.2899662127
128,2730,31.7792425054
128,2731,27.8653709264
128,2732,34.3697011836
128,2733,31.8215549298
128,2734,29.3929837637
128,2735,33.8133056763
128,2736,30.4893724433
128,2737,25.2080709299
128,2738,25.5023405499
128,2739,28.3672733403
128,2740,26.6829679299
128,2741,29.5216232825
128,2742,25.2121784917
128,2743,34.5899781820
128,2744,24.7857508447
128,2745,27.9249362256
128,2746,34.6187103764
128,2747,23.7774941544
128,2748,30.6417152516
128,2749,26.7214541474
128,2750,34.6726498503
128,2751,32.0217991593
128,2752,34.8119883783
128,2753,20.0603112210
128,2754,23.9689563951
128,2755,26.5726481731
128,2756,29.3070200118
128,2757,27.5954526878
128,2758,29.1328472189
128,2759,30.3302643120
128,2760,29.8138223566
128,2761,22.7465234297
128,2762,23.9246227113
128,2763,33.4066537320
128,2764,32.7281341357
128,2765,31.7515645610
128,2766,28.6383145856
128,2767,34.9116611303
128,2768,30.1467100565
128,2769,29.4793857605
128,2770,21.4816797694
128,2771,35.0562311894
128,2772,23.9158701706
128,2773,35.1676820059
128,2774,35.1656604696
128,2775,29.6851364292
128,2776,33.7556000863
128,2777,35.1323548828
128,2778,26.1503064021
128,2779,34.0208065990
128,2780,35.1677814978
128,2781,35.2576717592
128,2782,34.9208782516
128,2783,31.0195186656
128,2784,30.2085995766
128,2785,33.1453337158
128,2786,23.4922262153
128,2787,29.2138269046
128,2788,30.1848806043
128,2789,26.2219032107
128,2790,26.9776685697
128,2791,29.2709638320
128,2792,25.1090719386
128,2793,28.2528428588
128,2794,35.1895867944
128,2795,29.4354304289
128,2796,33.2216306393
128,2797,29.9048994840
128,2798,34.9209018786
128,2799,24.2304466225
128,2800,17.6455963415
128,2801,30.7062170149
128,2802,29.5718519221
128,2803,30.3027009777
128,2804,31.4502653834
128,2805,24.5877919479
128,2806,29.6415150036
128,2807,35.6065329184
128,2808,31.7788527543
128,2809,29.5896652277
128,2810,35.6281024563
128,2811,33.3059325673
128,2812,31.4084157683
128,2813,19.0843605294
128,2814,23.8274637594
128,2815,32.3109672313
128,2816,26.5807950812
128,2817,34.1498075277
128,2818,11.6791933155
128,2819,27.4701367351
128,2820,35.7151607589
128,2821,29.7550471314
128,2822,29.0957899612
128,2823,25.4219961670
128,2824,30.5862511748
128,2825,34.1422332992
128,2826,28.4743535329
128,2827,35.3991270020
128,2828,28.7163278072
128,2829,32.1721951806
128,2830,35.8835627999
128,2831,36.0068240266
128,2832,35.8497360394
128,2833,35.7363024192
128,2834,32.3095861345
128,2835,32.4466909039
128,2836,30.7251971334
128,2837,33.4464187495
128,2838,30.0996545835
128,2839,34.4090729082
128,2840,32.0648370488
128,2841,36.1997620204
128,2842,29.2340065124
128,2843,34.5449357700
128,2844,35.3246127036
128,2845,34.0498378952
128,2846,22.5771774181
128,2847,36.0885841660
128,2848,34.8646754357
128,2849,20.2632487735
128,2850,32.7925125184
128,2851,36.2425701356
128,2852,32.3729625787
128,2853,22.2638433391
128,2854,32.1502064897
128,2855,33.2692218045
128,2856,29.8257204801
128,2857,30.9567357477
128,2858,27.7666797630
128,2859,28.7467702511
128,2860,35.1697781173
128,2861,31.1890003811
128,2862,26.4405919587
128,2863,33.0608765925
128,2864,34.6836973171
128,2865,31.8837412681
128,2866,26.3401142434
128,2867,36.1053544584
128,2868,19.6502923519
128,2869,26.2337002555
128,2870,30.0547690211
128,2871,36.4789085608
128,2872,27.7452580848
128,2873,30.8203017912
128,2874,26.3214988216
128,2875,36.5603850194
128,2876,33.2411435907
128,2877,35.9790326772
128,2878,33.6687389364
128,2879,36.5892977746
128,2880,33.8246693992
128,2881,30.3273463591
128,2882,34.6849754551
128,2883,32.0106693461
128,2884,30.2664403685
128,2885,36.6719484971
128,2886,32.6617330493
128,2887,24.4792353998
128,2888,35.8507681558
128,2889,32.2032520023
128,2890,32.0879085405
128,2891,30.3300552960
128,2892,29.9530836825
128,2893,27.4743724185
128,2894,30.0428780714
128,2895,30.0650946927
128,2896,27.5235879496
128,2897,34.3197064110
128,2898,34.4447010287
128,2899,34.7339559821
128,2900,36.9349241934
128,2901,34.8926114249
128,2902,30.5712500186
128,2903,32.7285309180
128,2904,31.8015219489
128,2905,34.1646909522
128,2906,25.8912374833
128,2907,28.2295949684
128,2908,37.0666940432
128,2909,32.3566997138
128,2910,31.8605664804
128,2911,32.5740330761
128,2912,33.9673154504
128,2913,31.9314961968
128,2914,37.1762390817
128,2915,32.7838871795
128,2916,32.6044753731
128,2917,35.7854537589
128,2918,37.3606029735
128,2919,37.2904410680
128,2920,32.0333527608
128,2921,37.1643697222
128,2922,34.6090206405
128,2923,37.2768176313
128,2924,34.6047657129
128,2925,29.8349149691
128,2926,37.3387926441
128,2927,35.7561036137
128,2928,37.3594286027
128,2929,36.1143552465
128,2930,30.9736047965
128,2931,31.8518109166
128,2932,37.2648041829
128,2933,31.1471817242
128,2934,32.4733400342
128,2935,29.6519703271
128,2936,30.9664933192
128,2937,17.6524370717
128,2938,36.3564213727
128,2939,32.7356434170
128,2940,37.6678302768
128,2941,37.6016684562
128,2942,31.6285022377
128,2943,30.0126769894
128,2944,37.6312445429
128,2945,36.8484143126
128,2946,34.0135889419
128,2947,37.5930624129
128,2948,32.5611808861
128,2949,29.3334335826
128,2950,28.4150820151
128,2951,29.5833648947
128,2952,27.7547951220
128,2953,37.8485481825
128,2954,29.0756787779
128,2955,22.1565516871
128,2956,34.6684861936
128,2957,28.2781785780
128,2958,35.4440705447
128,2959,36.3453844082
128,2960,34.0121608478
128,2961,37.7744852301
128,2962,30.8508075818
128,2963,34.6480989956
128,2964,37.8311407830
128,2965,34.0870638763
128,2966,37.9132744202
128,2967,34.5686767366
128,2968,36.4899788651
128,2969,36.0233436976
128,2970,37.7208548168
128,2971,36.0312341008
128,2972,38.1176151395
128,2973,33.1404555372
128,2974,38.1377836406
128,2975,29.2622311557
128,2976,38.0497430638
128,2977,28.0057315960
128,2978,38.2741984996
128,2979,35.5734646849
128,2980,30.4421970527
128,2981,37.4750550378
128,2982,28.7688457528
128,2983,37.4819212972
128,2984,37.8353065958
128,2985,25.0246078134
128,2986,27.8800890509
128,2987,33.0059448171
128,2988,38.2206651975
128,2989,38.2312865022
128,2990,27.7081085833
128,2991,34.9423662366
128,2992,28.6166082131
128,2993,38.3111947048
128,2994,31.5034848403
128,2995,38.3977344493
128,2996,13.4174277743
128,2997,28.5345852477
128,2998,38.4802000885
128,2999,28.0507290968
128,3000,28.9450294836
128,3001,31.5310625440
128,3002,37.5487382805
128,3003,30.1821756125
128,3004,37.6423318893
128,3005,33.6184937529
128,3006,26.8162431497
128,3007,28.2514760948
128,3008,34.4857618846
128,3009,32.4085612393
128,3010,33.8828022111
128,3011,37.8937316129
128,3012,31.6372233035
128,3013,35.4794633561
128,3014,34.2771952746
128,3015,33.6512137207
128,3016,36.2460496325
128,3017,29.6814361260
128,3018,33.7301100320
128,3019,38.8860877542
128,3020,35.5988498971
128,3021,38.8850210654
128,3022,36.6938182967
128,3023,34.7449795817
128,3024,27.4801871273
128,3025,23.2133729192
128,3026,38.8402027432
128,3027,30.3883427284
128,3028,31.7317752803
128,3029,38.8510034770
128,3030,27.3894855207
128,3031,38.9716956972
128,3032,35.6228355090
128,3033,34.9898835903
128,3034,36.6277062921
128,3035,37.6985906524
128,3036,31.6549248781
128,3037,39.1060085829
128,3038,38.7255409655
128,3039,38.9854429295
128,3040,22.0623761875
128,3041,23.1442411677
128,3042,35.0644304919
128,3043,32.1094093348
128,3044,35.4750462220
128,3045,26.7955838315
128,3046,30.0690727456
128,3047,34.8073704244
128,3048,38.4939372747
128,3049,39.3241534580
128,3050,37.3065827782
128,3051,39.2940192964
128,3052,37.4582869431
128,3053,38.1026679374
128,3054,39.3412621154
128,3055,36.7665969658
128,3056,30.2489955341
128,3057,24.7406776501
128,3058,39.3817623063
128,3059,37.5044346987
128,3060,39.4966017734
128,3061,32.9230990695
128,3062,33.2871324049
128,3063,32.7430661035
128,3064,39.4552149054
128,3065,39.4521007176
128,3066,34.5201716669
128,3067,26.1858406303
128,3068,35.0102127827
128,3069,39.5417074832
128,3070,39.4892603690
128,3071,34.1000138396
128,3072,30.8890954781
128,3073,24.7892834352
128,3074,38.8336336456
128,3075,39.6228945202
128,3076,33.8486279603
128,3077,34.0814625520
128,3078,39.7075599111
128,3079,37.3605704092
128,3080,39.6912974923
128,3081,38.4366209335
128,3082,37.2840505992
128,3083,38.8534257053
128,3084,34.0376279150
128,3085,31.5567922173
128,3086,39.7765460725
128,3087,39.7434629092
128,3088,35.8155630484
128,3089,39.9055836918
128,3090,38.2556001843
128,3091,37.2070379046
128,3092,36.5403942735
128,3093,24.5110170591
128,3094,39.9404060596
128,3095,40.0159562204
128,3096,38.2727980085
128,3097,40.1425451633
128,3098,39.9517284792
128,3099,37.1509434043
128,3100,37.1595909807
128,3101,39.9180941838
128,3102,26.3976151030
128,3103,40.1181782282
128,3104,35.9432869397
128,3105,39.9867976192
128,3106,31.7905455874
128,3107,29.7670643139
128,3108,36.5090048416
128,3109,31.1999129034
128,3110,33.5059496514
128,3111,40.2058540656
128,3112,32.3853905021
128,3113,31.9310474618
128,3114,35.0809391992
128,3115,35.4273341120
128,3116,32.2220664930
128,3117,31.0951268026
128,3118,33.1547322127
128,3119,32.8604556237
128,3120,34.5833380023
128,3121,29.6997468258
128,3122,36.5005349471
128,3123,32.3760715475
128,3124,35.6731373903
128,3125,31.0188749082
128,3126,37.8794100219
128,3127,37.2378283148
128,3128,37.0729497434
128,3129,40.4613882579
128,3130,40.5920548631
128,3131,36.2217808225
128,3132,36.7640974599
128,3133,35.5056795212
128,3134,37.7087833235
128,3135,38.5972159633
128,3136,40.3775849622
128,3137,37.3165940641
128,3138,40.4955890195
128,3139,34.8711264177
128,3140,36.0681189197
128,3141,30.4079993475
128,3142,40.5020760612
128,3143,33.5026111736
128,3144,35.1092151872
128,3145,32.3982137490
128,3146,40.7839653166
128,3147,36.7582683602
128,3148,40.7103592688
128,3149,40.8204162099
128,3150,28.2228108209
128,3151,35.6890003028
128,3152,40.7142884815
128,3153,40.8400768514
128,3154,28.4192268126
128,3155,34.9170673890
128,3156,37.6269541401
128,3157,36.3766007710
128,3158,38.7422839693
128,3159,23.1685354331
128,3160,26.6602231900
128,3161,40.9065363439
128,3162,40.9651050544
128,3163,30.9428735725
128,3164,29.7853652036
128,3165,29.6599076228
128,3166,36.3958932686
128,3167,40.9680522119
128,3168,31.4013766710
128,3169,39.0847421586
128,3170,33.8050851166
128,3171,34.1909363181
128,3172,32.6087530476
128,3173,39.3872701237
128,3174,40.9156404134
128,3175,34.9288030883
128,3176,39.0310691082
128,3177,41.2047643598
128,3178,41.2949473347
128,3179,38.4513273114
128,3180,35.8595516522
128,3181,38.4274566294
128,3182,38.9611093044
128,3183,30.8319679411
128,3184,36.5510721564
128,3185,41.3468429368
128,3186,39.6628877318
128,3187,35.4727489124
128,3188,37.4085422843
128,3189,38.3147149502
128,3190,39.7985284648
128,3191,30.5976300347
128,3192,32.2263550668
128,3193,41.3872234602
128,3194,41.4091206972
128,3195,37.9494716579
128,3196,41.3808115264
128,3197,39.7605465487
128,3198,38.1681570368
128,3199,41.4657506627
128,3200,36.4683675612
128,3201,39.7922481065
128,3202,35.6526369127
128,3203,37.9583438990
128,3204,33.6548439613
128,3205,36.2999837445
128,3206,41.5386975546
128,3207,37.4364443926
128,3208,39.6318576957
128,3209,41.4832792096
128,3210,38.9707346440
128,3211,41.7918275142
128,3212,41.7149279413
128,3213,41.7829293320
128,3214,32.4495940655
128,3215,34.0279823766
128,3216,38.2688313669
128,3217,41.8290859876
128,3218,41.7715502165
128,3219,36.0065509457
128,3220,38.0795724884
128,3221,35.1676747256
128,3222,41.1980128163
128,3223,29.1662766525
128,3224,39.4730394336
128,3225,39.7503172482
128,3226,42.0175289525
128,3227,37.0538411836
128,3228,41.9365704582
128,3229,39.2215998956
128,3230,42.0242344453
128,3231,41.8916707096
128,3232,37.9552421775
128,3233,42.0669615643
128,3234,38.2609085778
128,3235,39.5028522193
128,3236,39.8730137536
128,3237,40.9728448605
128,3238,42.1252501828
128,3239,36.2030326215
128,3240,41.9228762502
128,3241,26.7747297612
128,3242,37.7452938365
128,3243,34.3620122769
128,3244,42.0971490029
128,3245,42.0881750798
128,3246,36.3453188376
128,3247,42.2923460686
128,3248,42.1752928616
128,3249,32.4885106007
128,3250,42.2750012464
128,3251,42.2951225334
128,3252,42.1720659997
128,3253,40.9425870643
128,3254,37.2654185592
128,3255,39.5913314991
128,3256,42.3876922040
128,3257,42.3739099849
128,3258,42.3547873263
128,3259,42.3944097786
128,3260,38.9139051794
128,3261,39.6634495626
128,3262,36.7549060053
128,3263,42.2669369962
128,3264,38.2565930979
128,3265,39.6332235065
128,3266,42.5409280521
128,3267,38.6456455654
128,3268,42.5835350129
128,3269,42.6043806806
128,3270,35.9501525458
128,3271,33.5174696629
128,3272,38.3887644729
128,3273,40.8269091130
128,3274,40.6633511876
128,3275,39.5171150576
128,3276,37.9912487728
128,3277,35.3726528857
128,3278,42.6480673774
128,3279,37.5904224567
128,3280,36.1813064705
128,3281,40.3121501579
128,3282,42.6687373169
128,3283,42.8039730691
128,3284,38.0778435731
128,3285,35.4810012370
128,3286,42.7247840500
128,3287,39.7634618213
128,3288,42.8919635855
128,3289,43.0640625160
128,3290,41.3605884851
128,3291,42.9872564430
128,3292,39.4882361110
128,3293,39.6132056420
128,3294,36.5636900863
128,3295,32.7456012711
128,3296,41.0667944596
128,3297,40.8076641019
128,3298,39.1031685679
128,3299,42.0086288950
128,3300,42.9355806604
128,3301,41.3682047264
128,3302,39.1909192488
128,3303,40.7694941026
128,3304,43.1862694432
128,3305,43.0242869090
128,3306,41.2003598976
128,3307,42.9278093271
128,3308,38.3492817430
128,3309,37.5532451372
128,3310,43.1508184783
128,3311,36.4598605035
128,3312,36.7563923630
128,3313,41.9559149818
128,3314,42.2739323087
128,3315,29.9292512622
128,3316,40.8806918784
128,3317,43.3590542942
128,3318,43.3796093117
128,3319,43.3276928334
128,3320,38.2167615398
128,3321,38.9917557057
128,3322,43.3645538310
128,3323,43.2727410178
128,3324,43.4882653731
128,3325,33.6368308394
128,3326,42.0930017841
128,3327,43.5292491918
128,3328,43.3514061303
128,3329,39.7235404272
128,3330,43.4203842071
128,3331,39.8203036830
128,3332,35.0660203437
128,3333,39.3625693285
128,3334,43.3590110582
128,3335,43.5743818030
128,3336,37.6519365212
128,3337,43.5538629148
128,3338,32.1345816362
128,3339,36.6721684012
128,3340,36.7801205590
